id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
754575000000000000,Piso en el corazón de Palermo,32969364,Florencia,Palermo,-34.5889447,-58.4116842,Entire home/apt,21635,7,2,08/03/2023,0.81,1,93,2
52511,San Telmo Apartment (Buenos Aires),242939,Gri,San Nicolas,-34.60767,-58.37257,Entire home/apt,14495,4,0,,,1,365,0
10310216,New house in Palermo Viejo,4986026,Heloise,Palermo,-34.59531,-58.42229,Entire home/apt,9642,5,19,05/12/2022,0.22,16,319,5
46337035,Dueño alquila departamento 2 ambientes en Recoleta,336309260,Pablo,Retiro,-34.5931,-58.38649,Entire home/apt,10000,6,0,,,1,270,0
53357436,Hermoso departamento en Retiro. Cerca de Todo,42201748,Martin,Retiro,-34.59667,-58.37542,Entire home/apt,9940,2,1,18/02/2022,0.07,1,328,0
22577506,Depto Emiliano,165968024,Emiliano,Recoleta,-34.5875,-58.4013,Entire home/apt,18071,2,2,04/11/2018,0.03,1,271,0
54167886,Beautiful design apartment in the heart of Palermo,50244919,Mariano,Palermo,-34.58612,-58.4371,Entire home/apt,14938,2,7,26/03/2023,0.91,1,311,7
28247369,"Sofá cama /pieza 
Departamento compartido Belgrano",213351772,Jesica,Belgrano,-34.56043,-58.46722,Private room,3143,1,9,21/11/2022,0.16,1,0,5
50907057,te sentirás como en casa,411633535,Marcela,Nuñez,-34.55422,-58.46013,Entire home/apt,18994,3,35,28/02/2023,2.07,1,179,25
48185602,"Luminoso departamento, excelente ubicaciòn",118324284,Gilda,Monserrat,-34.61076,-58.38055,Entire home/apt,3000,3,0,,,1,0,0
856494000000000000,Excelente departamento!,169563066,Silvio,Villa Real,-34.62193293,-58.5287418,Entire home/apt,4970,1,0,,,2,355,0
24988696,Cozy Studio Buenos Aires,39794906,Anastasia,Caballito,-34.628139,-58.450283,Entire home/apt,5092,2,78,18/03/2023,1.33,1,343,20
853518000000000000,Departamento Villa urquiza excelente ubicacion,10657436,Ana,Villa Urquiza,-34.57899296,-58.48407757,Entire home/apt,8283,7,0,,,2,353,0
644785000000000000,Departamento completo en Puerto madero. Piso Alto,76713877,Pilar,Puerto Madero,-34.60484,-58.36436,Entire home/apt,20708,3,0,,,4,297,0
723724000000000000,Beuatiful Studio in Recoleta.,146223959,Maire,Recoleta,-34.5932,-58.40061,Entire home/apt,6388,3,20,26/03/2023,3.33,2,75,20
758467000000000000,Stylish Spacious Studio w/Park view Palermo Chico,132838002,Pablo,Palermo,-34.5823776,-58.4081248,Entire home/apt,12010,5,0,,,99,74,0
641931000000000000,Hermoso departamento en Palermo,124122469,Joaquin,Recoleta,-34.59231,-58.40514,Entire home/apt,6775,3,30,10/03/2023,3.05,4,155,30
728753000000000000,Amazing cozy apartment in Villa Crespo,297965086,Daniel,Villa Crespo,-34.60009,-58.43863,Entire home/apt,7041,3,0,,,1,238,0
726795000000000000,El mejor lugar para tus dias de descanso,459557096,Nomad,San Telmo,-34.61664,-58.37264,Entire home/apt,4541,1,25,16/03/2023,4.34,53,295,25
853533000000000000,Habitación doble n4,504111641,Rolando Nahuel,Balvanera,-34.600937,-58.4015964,Private room,3727,1,0,,,7,352,0
796372000000000000,Confortable depto en Belgrano,68543549,Tatiana,Belgrano,-34.56415996,-58.46740522,Entire home/apt,6000,3,2,18/01/2023,0.81,1,271,2
40562464,Space  art & sex,314262251,Jessie,San Nicolas,-34.60588,-58.39158,Entire home/apt,31061,1,0,,,1,177,0
767345000000000000,Habitación en Esplendor Buenos Aires,267809896,Reservas Esplendor By Wyndham,San Nicolas,-34.5988153,-58.3743112,Private room,35795,1,0,,,1,362,0
9502714,New Palermo Soho Apartment with Swimming Pool,49248460,Andrea,Palermo,-34.58627,-58.42489,Entire home/apt,12184,3,157,26/03/2023,1.78,1,302,26
821120000000000000,Ancon Studio,18203411,Cintia,Palermo,-34.5758745,-58.4317153,Entire home/apt,6836,8,2,26/03/2023,1.71,16,357,2
677373000000000000,"Hermoso Studio, balcon, piscina, parrilla, laundry",471086727,Live,Recoleta,-34.5978846,-58.4115396,Entire home/apt,7101,2,5,12/03/2023,1.56,1,77,5
33304558,Bs as relax,206484895,Veronica,Almagro,-34.59881,-58.41268,Entire home/apt,8283,5,0,,,2,358,0
722598000000000000,Cómodo y Luminoso departamento en Recoleta,92325617,Javi,Palermo,-34.58772,-58.41074,Entire home/apt,5887,4,8,02/03/2023,1.59,13,170,8
53212703,"3 apartments in the same bldng, Palermo Soho",7986525,Matias,Palermo,-34.59196,-58.42645,Entire home/apt,45468,3,1,29/05/2022,0.1,29,70,1
725251000000000000,Hermoso departamento en zona norte,117862121,Lleyton,Recoleta,-34.5900165,-58.4047029,Entire home/apt,10000,1,2,29/10/2022,0.33,1,302,2
807230000000000000,2 ambientes en Palermo,182966375,Covacations,Palermo,-34.5822543,-58.43613749,Entire home/apt,19617,1,0,,,4,365,0
53559997,Hermoso departamento en pleno Palermo,61703296,Leila,Palermo,-34.58843,-58.41665,Entire home/apt,8974,4,14,29/03/2023,0.88,2,356,12
29728376,Charming Roof Top Botanico,103250253,Eva,Palermo,-34.58371,-58.41914,Entire home/apt,12425,3,1,07/11/2019,0.02,1,105,0
35407335,PALERMO / Huge and beautiful apartment,17303651,Ana,San Nicolas,-34.60294,-58.38095,Entire home/apt,7041,90,0,,,6,293,0
618175000000000000,Hermoso Departamento de 2 ambientes,6645757,Federico,Recoleta,-34.596573,-58.398548,Entire home/apt,7816,2,17,11/12/2022,1.59,8,355,17
791376000000000000,34 - PH in Palermo w/ private rooftop,83166324,Lucía,Palermo,-34.58613384,-58.42603521,Entire home/apt,16078,1,10,26/03/2023,3.45,21,116,10
27284773,Alojamiento en el cielo de la ciudad,205533331,Juan,Retiro,-34.59622,-58.38008,Entire home/apt,7429,2,23,28/01/2019,0.42,1,44,0
730524000000000000,Recoleta Chic - 2 Bdr / WiFi / Washer/ Dishwasher: Welcome2BA Team,2597734,Welcome2BA,Recoleta,-34.59012,-58.39162,Entire home/apt,25470,3,1,09/10/2022,0.17,46,193,1
753061000000000000,Lovely 2BR in the heart of Palermo,74885919,Be Local,Recoleta,-34.59316,-58.40973,Entire home/apt,10354,1,14,13/03/2023,2.96,76,79,14
39444211,Beautiful apartment in the heart of Buenos Aires,302406695,Diego Alejandro,San Nicolas,-34.60708,-58.38339,Entire home/apt,4881,5,58,21/03/2023,1.55,8,226,38
575193000000000000,Bed in 6Bed Female Dormitory Room @CHE Juan Hostel,149461466,Juan Francisco,San Nicolas,-34.60289,-58.37334,Shared room,5030,1,5,08/02/2023,0.58,12,365,5
726872000000000000,Perfecto Estar Excelente  Ubicación,409366431,Matías Eloy,Palermo,-34.5746121,-58.4343346,Entire home/apt,7012,3,13,10/03/2023,2.17,1,157,13
46526611,Excelente departamento en Almagro!,205920092,Agustin,Almagro,-34.60211,-58.41683,Entire home/apt,6212,2,11,15/02/2023,0.39,4,325,9
53380631,Palermo / Villa Crespo French Style,432179341,Ezequiel,Palermo,-34.59005,-58.42988,Entire home/apt,4349,15,1,15/01/2023,0.41,6,187,1
764743000000000000,Depto en Palermo Monoambiente,219941584,Emanuelly,Villa Crespo,-34.59367,-58.44656,Entire home/apt,11315,2,0,,,10,364,0
702720000000000000,Moderno 2 amb. con piscina y seguridad en Palermo,21607424,Angel,Palermo,-34.5949318,-58.4219281,Entire home/apt,15738,2,14,21/03/2023,2.32,11,254,14
47582197,Cómodo departamento en Recoleta,170638758,Ruben,Retiro,-34.59743,-58.38674,Entire home/apt,12425,2,27,27/03/2023,2.17,1,356,26
554473000000000000,Hermoso departamento en barrio audiovisual,22296667,Gerardo,Chacarita,-34.58145,-58.45221,Entire home/apt,8283,3,28,21/03/2023,2.23,1,355,26
807869000000000000,"Modern Condo near Puerto Madero, Recoleta",401553838,Park Royal Buenos Aires,Retiro,-34.59446814,-58.38116105,Entire home/apt,48767,1,0,,,35,365,0
29147597,LOFT C/PISCINA/VIGILANCIA  HASTA 40% DE DESCUENTO!,28074169,Flavia,Recoleta,-34.59577,-58.40783,Entire home/apt,11739,30,1,27/11/2018,0.02,2,0,0
51300207,Departamento tipo casa en Palermo Hollywood,1653462,Andrea Alicia,Palermo,-34.57604,-58.43687,Entire home/apt,11182,3,21,15/02/2023,1.07,5,167,12
564465000000000000,Appart super vue avec piscine,4986026,Heloise,Palermo,-34.58321,-58.42326,Entire home/apt,8321,5,8,13/02/2023,0.6,16,168,6
613605000000000000,Nuevo y luminoso   departamento en Palermo,160713918,Alejandro,Palermo,-34.57796,-58.42483,Entire home/apt,7489,7,68,25/03/2023,6.11,10,349,68
826063000000000000,Luminoso Departamento en Retiro,459557096,Nomad,Retiro,-34.59817058,-58.37786131,Entire home/apt,3834,1,5,16/03/2023,4.69,53,137,5
763186000000000000,Único en el centro de Palermo!,58996500,Emmanuel,Palermo,-34.5761022,-58.4199998,Entire home/apt,8614,3,6,16/03/2023,1.42,1,307,6
53587931,Departamento Alassio Parana de categoria,128531736,Enzo,Recoleta,-34.5988,-58.38889,Entire home/apt,18637,30,0,,,1,365,0
9112693,S4 - DOUBLE BED PRIVATE ROOM W/ BALCONY,4372509,Vicky,San Telmo,-34.61695,-58.37163,Private room,4142,30,11,01/03/2023,0.13,19,271,3
744219,"5 stars studio in Palermo ,new B ,C",444416,Claudia,Palermo,-34.59667,-58.42179,Entire home/apt,4142,3,31,30/01/2023,0.25,25,88,2
519296000000000000,1BR Apart w/Balcony at a Quiet Area Close to Metro,1845492,Maga,Colegiales,-34.56904221,-58.4526329,Entire home/apt,10354,4,9,30/12/2022,0.68,16,76,7
21596636,Stunning 2 BR Apartment in Recoleta,5597544,Pia & Silvia,Recoleta,-34.58824,-58.38601,Entire home/apt,20708,7,5,31/01/2023,0.08,31,350,1
338631,AltoPalermo renovated 1bdr apartmen,1714257,Martin,Recoleta,-34.59054,-58.40984,Entire home/apt,7248,7,175,01/03/2023,1.31,5,313,8
34205272,Amplio y luminoso departamento en Palermo Viejo,129649456,Flor,Palermo,-34.5902,-58.42344,Private room,3106,2,6,21/12/2022,0.13,1,350,2
41030512,Increíble departamento en Plaza San Martin,12016427,Valeria,Retiro,-34.59238,-58.3806,Entire home/apt,6212,1,6,01/03/2023,0.9,5,328,6
11459565,"PH EN PLENO SOHO TERRAZA , PARRILLA",49480723,Delia Concepcion,Palermo,-34.58826,-58.42388,Entire home/apt,31061,2,13,30/01/2023,0.21,54,242,9
687018000000000000,Monoambiente calle Matienzo 1500 Cañitas,473518181,Maria Cecilia,Palermo,-34.56548,-58.43395,Entire home/apt,6865,3,21,07/03/2023,2.84,5,345,21
43830584,Luxurious and Spectacular in Apartment Complex,34512192,Patricio,Palermo,-34.58134,-58.42986,Entire home/apt,33284,75,0,,,1,364,0
53825138,Hermoso departamento en Palermo Chico (2P),412273127,Ornella,Recoleta,-34.58368,-58.40578,Entire home/apt,13460,4,3,22/05/2022,0.24,2,82,2
37430541,La Torre de Babel - Habitacion 8,140773210,Analia,Almagro,-34.60067,-58.42929,Private room,2692,1,0,,,7,0,0
5403329,Cozy Studio barrio Norte,21181258,Clarisa,Recoleta,-34.59255,-58.40916,Entire home/apt,16980,1,0,,,9,0,0
8463160,Alto Palermo Departamento,3467529,Maria Elisa,Palermo,-34.5859,-58.41085,Entire home/apt,7248,2,0,,,1,0,0
24494467,Cheerful Apartment in Recoleta,15466789,Juan,Recoleta,-34.58867,-58.39443,Entire home/apt,18637,7,0,,,53,0,0
13045068,Great Apartament & Centrally Located - DOWNTOWN,72173578,Andrea,Retiro,-34.59703,-58.37435,Entire home/apt,7248,80,19,18/11/2019,0.23,1,10,0
27186409,"Best area, Best apartment",15466789,Juan,Palermo,-34.58552,-58.41366,Entire home/apt,17601,7,0,,,53,0,0
639680000000000000,♡ Heart of Recoleta ♡ 2BR home with sunset views,74885919,Be Local,Recoleta,-34.59055,-58.39517,Entire home/apt,13992,1,42,13/03/2023,4.24,76,70,42
842215000000000000,Piso 7 al frente con balcon en Recoleta,504377111,Maria,Recoleta,-34.59222967,-58.39815301,Entire home/apt,6212,1,0,,,1,353,0
11862925,Palermo Plaza Serrano,31143670,Wolfgang,Palermo,-34.58798,-58.42872,Private room,10354,6,7,24/10/2017,0.08,2,301,0
31639140,AGRADABLE Y LUMINOSO !!!,3064801,Liz,San Nicolas,-34.59922,-58.38014,Entire home/apt,6865,2,5,21/04/2019,0.1,1,0,0
16577247,Apartment Desing Abasto,63759927,Eugenia,Almagro,-34.60498,-58.41491,Entire home/apt,850,3,26,03/04/2018,0.35,1,0,0
1763734,Room#4 w Private Bathroom Belgrano,568403,Maria,Belgrano,-34.56174,-58.44357,Private room,14288,180,0,,,2,364,0
54207979,Increíble casa a metros del obelisco! Palacio Lima,113078673,Fede,Monserrat,-34.60933,-58.38303,Private room,5384,1,7,07/02/2023,0.57,15,362,6
854514000000000000,Departamento 2 ambientes!,110591936,Jennyfer,Palermo,-34.57485824,-58.41278683,Entire home/apt,11596,1,0,,,3,363,0
633869000000000000,Luminoso Departamento en Belgrano,358007800,Patricio,Belgrano,-34.56453,-58.45732,Entire home/apt,6034,2,24,26/03/2023,2.7,7,68,24
42660532,Luxury apartment in front of the Hilton Hotel PM,212317549,Victoria,Puerto Madero,-34.60435,-58.36388,Entire home/apt,22778,15,2,21/08/2022,0.25,4,332,2
53182253,Demare Room Tango Hotel,5796183,David,Almagro,-34.60064,-58.41297,Private room,4933,2,2,29/07/2022,0.16,9,362,1
53714332,Spacious Studio Apt in Historic Center of BA,1318605,Nicolas,Monserrat,-34.6131,-58.38808,Entire home/apt,8076,3,10,23/02/2023,0.69,1,334,9
744955000000000000,Lindo y cómodo departamento en Buenos Aires,484886386,Edgardo,Chacarita,-34.58936,-58.44527,Entire home/apt,5183,3,6,19/03/2023,1.22,2,333,6
1147359,"Soho Artist Studio, breakfast",4215940,Lilian,Palermo,-34.5882,-58.43325,Entire home/apt,9525,1,24,18/11/2022,0.2,5,338,11
523547000000000000,Fantastic room in the heart of Buenos Aires,258154594,Atanas,Monserrat,-34.60856,-58.37885,Private room,325108,5,0,,,11,96,0
818855000000000000,Private comfortable room @ Palermo Soho,5795964,Carla Y Ezequiel,Palermo,-34.5890524,-58.4313616,Private room,3106,30,0,,,5,62,0
5489889,"Espectacular apto, vivira como en casa",9955081,Marta,Palermo,-34.56915,-58.44381,Entire home/apt,13903,7,0,,,1,173,0
30560689,1 dormitorio . Mucha luz y vista en Belgrano.,8762866,Carolina,Palermo,-34.56721,-58.44699,Entire home/apt,8165,3,1,02/01/2020,0.03,1,118,0
20910942,Departamento-piscina-gimnasio-excelente ubicacion,28016050,Melisa,Monserrat,-34.61226654,-58.37733841,Entire home/apt,6626,3,55,05/03/2023,0.82,1,218,10
590596,"Casa 5/6 dormitorios, 9 ambientes patio y terraza",2914527,BA Cramer Apartments,Colegiales,-34.56993,-58.4555,Entire home/apt,30026,90,4,13/03/2017,0.04,2,363,0
42434299,Recoleta Studio a 1 cuadra de Av. Las Heras | RB,230834280,RentAR,Recoleta,-34.583878,-58.399544,Entire home/apt,6152,3,37,30/01/2023,2.4,36,168,31
851535000000000000,Esmeralda 920. Torre Bellini,43387918,Mechi,Retiro,-34.5964038,-58.37765479,Entire home/apt,16000,1,0,,,1,364,0
2413410,Recoleta 2bdr 80m2 with a view !,12335462,Marisa,Palermo,-34.58299,-58.40334,Entire home/apt,12425,4,262,15/03/2023,2.44,2,257,29
32613005,VIVIENBAIRES - ESPECTACULAR MONOAMBIENTE,245172463,Viviana Claudia,Almagro,-34.60811,-58.42108,Entire home/apt,12800,2,8,03/01/2020,0.16,2,336,0
781046000000000000,Departamento 2 habitaciones,230048471,Oficina,Monserrat,-34.612,-58.38428,Entire home/apt,20000,3,0,,,4,0,0
8059400,Amplio depto. Para 4 a 6 PAX con pileta,7879252,Florencia,Palermo,-34.57779,-58.43853,Entire home/apt,23478,2,146,19/03/2023,1.61,4,232,27
541869000000000000,Hermoso Apartamento en Barrio de Palermo,433805979,Ruben,Palermo,-34.59073,-58.41793,Entire home/apt,5177,1,63,25/03/2023,4.46,4,320,53
647915000000000000,Sentite como en casa en Belgrano,87585052,Natalia,Belgrano,-34.56417,-58.46863,Entire home/apt,4585,7,11,22/02/2023,1.17,1,26,11
591316000000000000,Departamento a estrenar en Barracas,156656277,Juliana,San Telmo,-34.62628,-58.37025,Entire home/apt,10354,1,39,20/02/2023,3.95,16,353,39
806559000000000000,hermoso depto en colegiales,496600422,Claudio,Colegiales,-34.57486631,-58.44741783,Shared room,20000,1,0,,,1,364,0
796215000000000000,Habitación cómoda y agradable.,490789425,Dario,San Cristobal,-34.62320282,-58.41006329,Private room,5916,1,2,21/03/2023,0.79,1,90,2
33005757,Excelente monoambiente a metros del Obelisco,248407913,Luis Ariel,San Nicolas,-34.60324,-58.38974,Entire home/apt,4142,359,0,,,4,365,0
40843436,Lindísimo 2 ambientes cerca de todo,317858268,Sofía,Recoleta,-34.59684372,-58.38809967,Entire home/apt,13000,15,0,,,1,272,0
816083000000000000,Excelente Departamento Palermo S,77486799,Alejandra,Palermo,-34.58536006,-58.43010049,Entire home/apt,6086,1,7,21/03/2023,3.89,3,321,7
40206750,Excelente monoambiente a metros del obelisco,248407913,Luis Ariel,San Nicolas,-34.60616,-58.38544,Entire home/apt,4142,359,0,,,4,365,0
776030000000000000,San Telmo- Edificio Paseo de la Cisterna- Uf 321,51699880,Lorena,Monserrat,-34.6115181,-58.3738937,Entire home/apt,12482,2,0,,,96,83,0
802141000000000000,Alojamiento en Palermo de 3 Amb,78721889,Santiago,Palermo,-34.5848501,-58.4213929,Entire home/apt,6241,89,0,,,1,355,0
735638000000000000,Big and beautiful apt in Belgrano,366693346,Carina,Coghlan,-34.56184,-58.46758,Entire home/apt,6212,3,6,21/02/2023,1.22,1,340,6
644231000000000000,Lovely studio with balcony in Recoleta by depptö,441482178,Santiago,Recoleta,-34.59528,-58.38723,Entire home/apt,7426,1,16,26/03/2023,1.66,53,350,16
805096000000000000,Luxury Apartment in Recoleta,496231441,José María,Recoleta,-34.5871956,-58.386435,Entire home/apt,14000,2,0,,,1,346,0
25323667,Depto 1 dormitorio para 2 personas en Palermo,55553719,For Rent Argentina,Recoleta,-34.58975,-58.40917,Entire home/apt,10354,3,0,,,136,148,0
38063409,"Beautiful apt, great location & view at Retiro",288835471,Elci,Retiro,-34.59168,-58.37501,Entire home/apt,7544,6,37,01/02/2023,0.86,2,247,12
34550824,San Telmo - Apartamento ideal estudantes,21896909,Rodrigo,San Telmo,-34.61761,-58.37387,Entire home/apt,5177,2,0,,,1,118,0
817550000000000000,Buenos Aires Apartamento ADDA,54665845,Daniela,San Nicolas,-34.59980898,-58.38782055,Entire home/apt,12899,4,0,,,1,349,0
682429000000000000,Apartamento nuevo muy luminoso,53485762,Cristina,Recoleta,-34.58636,-58.40486,Entire home/apt,11441,4,0,,,2,29,0
7132114,En Promo! Luz/Tranquilo Mejor Zona! A JARDÍN 7pax,36438901,Miguel Angel,Recoleta,-34.59408,-58.39367,Entire home/apt,28398,1,66,25/02/2023,0.72,9,270,7
37209763,Bella,84351051,Graciela,Palermo,-34.56763,-58.43233,Private room,5177,1,0,,,3,0,0
8222744,Apartment in Palermo Zoo Area,15466789,Juan,Palermo,-34.58169,-58.41446,Entire home/apt,25884,7,0,,,53,0,0
33605730,Beautiful studio apartment with pool near airport,253230291,Gaston,Belgrano,-34.55989519,-58.44373517,Entire home/apt,10000,365,2,04/12/2022,0.48,1,0,2
29888222,Chic  Polo field view cozy apt.,224757631,Matthew,Palermo,-34.56822,-58.4298,Entire home/apt,10090,3,2,08/06/2019,0.04,1,0,0
18747551,Stylish Apartment,15466789,Juan,Retiro,-34.59668,-58.37524,Entire home/apt,25884,7,0,,,53,0,0
840795000000000000,departamento1,494233155,Alan,Caballito,-34.61382918,-58.43091798,Entire home/apt,4556,1,0,,,2,339,0
828295000000000000,Depto luminoso enfrente del Italiano con pileta,44168030,Dana,Almagro,-34.6057692,-58.4254951,Entire home/apt,6241,2,4,14/03/2023,3.24,64,90,4
694252000000000000,Hermoso departamento en Chacarita,162898304,Marcelo,Chacarita,-34.58501,-58.45229,Entire home/apt,2590,3,6,22/12/2022,0.84,1,4,6
816820000000000000,habitación privada con baño en suite,423160448,Manuela,Palermo,-34.57531832,-58.40577676,Private room,7500,1,0,,,1,291,0
849422000000000000,Casa de Familia,92356111,Facundo,Barracas,-34.63738811,-58.38853441,Private room,5798,2,0,,,1,365,0
697926000000000000,Lovely 2-bedroom apartment by depptö,441482178,Santiago,Nuñez,-34.53817,-58.46807,Entire home/apt,13520,1,8,10/03/2023,1.24,53,355,8
720251000000000000,Único depto. en Once,472441415,Temporary Buenos Aires,Balvanera,-34.60498,-58.40089,Entire home/apt,6212,7,8,16/01/2023,1.4,15,352,8
702290000000000000,Moderno Departamento Zona Hospital Italiano,37185741,Micaela,Almagro,-34.60351,-58.41758,Entire home/apt,40000,1,0,,,4,365,0
782539000000000000,"Dpto para 4 todo a estrenar, gran ubicación.",68852503,Ale,San Nicolas,-34.60161,-58.38749,Entire home/apt,21429,1,1,20/03/2023,1,4,364,1
818097000000000000,Depto en el centro de la ciudad,116721299,Caio,San Nicolas,-34.59993234,-58.38010908,Entire home/apt,13000,1,0,,,1,89,0
1224206,CHIC & BRIGHT w/ Balcony | Recoleta,5597544,Pia & Silvia,Recoleta,-34.59314,-58.39526,Entire home/apt,12425,4,7,01/02/2023,0.09,31,348,4
52676455,Palermo Soho 2 dorm vista panorámica! NEW,42388196,Maria,Palermo,-34.58622,-58.42435,Entire home/apt,20386,5,8,25/11/2022,0.53,19,334,5
605084000000000000,Hermoso departamento a metros del obelisco,113219074,Lucia,San Nicolas,-34.60279,-58.38316,Entire home/apt,6359,7,8,20/03/2023,1.02,3,84,8
777455000000000000,Wonderful apartment Palermo,29208888,Joaco,Almagro,-34.5987419,-58.415917,Entire home/apt,7987,2,0,,,7,146,0
51281912,“THE HARMONY APARTAMENT” Best Location. PALERMO,273323525,German,Palermo,-34.58842,-58.41099,Entire home/apt,12121,3,0,,,1,240,0
48505101,"Cómodo apartamento en Palermo amoblado, con balcón",3469227,Federico,Recoleta,-34.59285,-58.40888,Entire home/apt,5798,20,2,01/12/2022,0.22,135,241,2
601371000000000000,Newly renovated -2 bedroom apartment in Palermo.,234090763,Sol,Palermo,-34.5735274,-58.4228231,Entire home/apt,28991,3,16,20/03/2023,2.44,1,118,16
709235000000000000,Incredible 1-bedroom apartment by depptö,441482178,Santiago,Palermo,-34.58311,-58.44416,Entire home/apt,9569,1,4,19/01/2023,0.74,53,353,4
830562000000000000,Tandillia baires - Depto renovado - Recoleta,487342299,Gustavo Alejandro,Recoleta,-34.59776777,-58.38755774,Entire home/apt,11981,2,1,20/03/2023,1,1,173,1
851372000000000000,Luminoso 2 amb en Palermo H,1028764,Cecilia,Palermo,-34.57955,-58.435,Entire home/apt,6657,1,0,,,69,365,0
810846000000000000,Mint apartment,265312053,Carolina & Macarena,Retiro,-34.593,-58.38526,Entire home/apt,8283,3,0,,,4,0,0
694256000000000000,"Hermoso departamento en Recoleta, Buenos Aires.",9689821,Santiago Hernán,Recoleta,-34.59544,-58.40777,Entire home/apt,4500,7,3,27/01/2023,0.42,2,126,3
762409000000000000,Suite Corrientes con garage auto mediano,186424944,Ivana,San Nicolas,-34.60413,-58.3768,Entire home/apt,10147,3,1,01/01/2023,0.34,3,74,1
706364000000000000,Hermoso Loft Subdivisible 60m2 Nuñez Residencial,477670970,Juan,Nuñez,-34.556067,-58.4711912,Entire home/apt,8642,3,13,20/03/2023,1.95,1,362,13
788473000000000000,Super luminoso 3 ambientes c/cochera,319213427,Federico,Palermo,-34.57773274,-58.4377038,Entire home/apt,19513,5,1,23/01/2023,0.45,2,0,1
792662000000000000,Buenos Aires tiene este Nuevo Refugio de Viajeros.,493184162,Luciana Lizabeth,San Cristobal,-34.62272126,-58.40521113,Entire home/apt,9111,1,0,,,1,0,0
2046261,Cozy Amazing Studio in PALERMO Soho,10490466,Gabriela,Palermo,-34.58419,-58.4263,Entire home/apt,6657,3,10,16/02/2023,0.09,1,352,1
53124872,2 apartments in the same bldng - Soho II & Tango,7986525,Matias,Palermo,-34.59288,-58.42841,Entire home/apt,26151,2,2,14/11/2022,0.35,29,64,2
850630000000000000,Moderno Monoambiente en Palermo,207608296,Yamila,Recoleta,-34.5948862,-58.4146155,Entire home/apt,4993,1,0,,,1,322,0
10120326,Alto Palermo Aparment neightborhood,51935181,Gustavo,Palermo,-34.58475,-58.41005,Entire home/apt,12010,7,37,11/01/2020,0.42,2,56,0
664172,Palermo Soho Loft B with terrace,3334331,Aida,Palermo,-34.58532,-58.42653,Entire home/apt,24755,5,3,11/03/2019,0.03,10,360,0
54341347,Complete Apartment in Belgrano - Sleeps 2,92996236,Sebastian,Colegiales,-34.56963,-58.45085,Entire home/apt,4677,5,3,21/03/2023,0.23,1,146,2
32769985,"Palermo Terrace, dreamy 1br in heart Soho",12356487,Katia,Palermo,-34.5859,-58.42769,Entire home/apt,11441,7,24,03/04/2020,0.49,1,32,0
823056000000000000,Moderm & New Apart Best Location Palermo Hollywood,386124239,Leo,Palermo,-34.58159156,-58.44300629,Entire home/apt,10401,2,2,26/02/2023,1.58,15,172,2
53275179,Exclusive Studio In Downtown w/ Pool & Gym !,10966956,Vero Y Clara,Retiro,-34.5983,-58.37725,Entire home/apt,11025,1,9,03/01/2023,0.56,67,119,6
803490000000000000,Moderno depto en el centro de Palermo,436915142,Matias,Palermo,-34.58072717,-58.43515142,Entire home/apt,8378,2,10,24/03/2023,4.55,12,1,10
33417472,Full Full Palermo Soho,51803891,Patricia,Palermo,-34.5869,-58.4232,Entire home/apt,15324,14,12,12/03/2023,0.25,3,83,10
561524000000000000,Habitación en departamento familiar,167931300,Silvia Adriana,Palermo,-34.57234,-58.43976,Private room,5286,1,13,19/03/2023,0.97,1,362,10
20589002,Exquisito Studio Soho w/balcony II - Gym + Netflix,7615431,Natalia,Palermo,-34.58202,-58.42675,Entire home/apt,9985,6,53,24/03/2023,1.03,3,328,30
852151000000000000,Super Depto 2 amb/ estrenar full,112588481,Julieta,Palermo,-34.5772349,-58.4238236,Entire home/apt,12839,6,0,,,2,357,0
832495000000000000,1-bedroom apartment by depptö,441482178,Santiago,Palermo,-34.56586795,-58.44029649,Entire home/apt,8469,1,3,19/03/2023,3,53,351,3
649872000000000000,Studio Top Rentals Palermo Hollywood,104897600,Top,Palermo,-34.5813805,-58.442242,Entire home/apt,11939,1,50,26/03/2023,18.07,23,356,50
267883,charming and fresh old style studio,1404477,Juan Martin,Balvanera,-34.60222,-58.3942,Entire home/apt,16152,7,0,,,1,365,0
24196253,Habitación privada en el centro de capital!,81765157,Tam,Monserrat,-34.61149,-58.39014,Private room,3934,4,106,11/03/2023,1.77,1,236,21
795080000000000000,Estudio zona facultades,71091930,María,Balvanera,-34.60168188,-58.40010117,Entire home/apt,6000,2,0,,,1,0,0
677007000000000000,Gran Casa Palermo - Holly House,214482903,Maria Juliana,Palermo,-34.5800808,-58.432058,Entire home/apt,63924,2,27,27/03/2023,3.54,2,346,27
31827216,Habitación indiv./doble en casa de estudiantes.,36564453,Sandra,Palermo,-34.57359,-58.43012,Private room,3328,30,2,06/12/2019,0.04,17,30,0
828404000000000000,NoMa Work & Travel,501358052,NoMa,San Nicolas,-34.60833215,-58.39012692,Entire home/apt,8430,3,1,07/03/2023,1,25,356,1
765391000000000000,TOP Terrace SOHO Central,99952072,Julio,Palermo,-34.58606172,-58.42640609,Entire home/apt,14562,3,13,19/03/2023,3.31,25,331,13
