id,,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews
11508,,Amazing Luxurious Apt-Palermo Soho,42762,Candela,Palermo,-34.58184,-58.42415,Entire home/apt,14117,3,35
14222,,"RELAX IN HAPPY HOUSE - PALERMO, BUENOS AIRES",87710233,María,Palermo,-34.58617,-58.41036,Entire home/apt,6471,5,106
15074,,ROOM WITH RIVER SIGHT,59338,Monica,Nuñez,-34.53892,-58.46599,Private room,6212,29,0
16695,,DUPLEX LOFT 2 - SAN TELMO,64880,Elbio Mariano,Monserrat,-34.61439,-58.37611,Entire home/apt,10354,2,46
20062,,PENTHOUSE /Terrace & pool /City views /2bedrooms,75891,Sergio,Palermo,-34.581848,-58.441605,Entire home/apt,23270,2,275
20429,,Hermoso  y acogedor departamento.,77065,Marcelo,Constitucion,-34.6226,-58.38704,Entire home/apt,7248,15,0
23798,,STUNNING-LIGHT-SPACIOUS LOFT STYLE APT- SAN TELMO,408551,Guille,Monserrat,-34.61266,-58.37479,Entire home/apt,14501,3,58
24713,,"BEAUTIFUL, EXCELLENT UBICATION/OBELISK  5 STARS!!!",100743,Griselda,San Nicolas,-34.60254,-58.37811,Entire home/apt,7637,1,373
24763,,Amazing LOFTpalermo: contemporary and cool,101049,Sebastian,Chacarita,-34.58494,-58.44419,Entire home/apt,13874,7,37
26258,,Broad Studio @ Palermo University area w/balcony,111013,Daniel,Almagro,-34.59997,-58.41238,Entire home/apt,4556,30,2
27631,,"Departamento en Vicente López y Callao, Recoleta",119446,Inés,Recoleta,-34.59272,-58.3894,Entire home/apt,7987,2,105
28244,,Loft in Palermo Hollywood.Pool 617,119613,Marcos,Palermo,-34.57709,-58.43665,Entire home/apt,11389,14,34
29990,,"Funky & Stylish Apartment, Palermo",129245,Savvas,Palermo,-34.58602,-58.42749,Entire home/apt,10788,3,155
31216,,EXCELLENT APARTMENT IN BELGRANO,134014,Marian,Belgrano,-34.55948,-58.44528,Entire home/apt,15177,7,7
31514,,BEAUTY DUPLEX LOFT #4 SAN TELMO,64880,Elbio Mariano,Monserrat,-34.61494,-58.37517,Entire home/apt,9347,2,35
31920,,Beautifull apartment in Belgrano!,137373,Nancy,Belgrano,-34.5644,-58.4606,Entire home/apt,12425,30,0
35703,,Charming studio in Palermo/Recoleta,150763,Viviana,Recoleta,-34.59188,-58.40778,Entire home/apt,5177,7,90
37347,,Palermo/Las Cañitas Apartment,161327,Mariano,Palermo,-34.57148,-58.43246,Entire home/apt,8321,14,64
41608,,Palermo Soho Spectacular Modern Unit,181721,Silveria,Palermo,-34.5847,-58.42648,Entire home/apt,15116,2,144
42450,,French Classic in San Telmo: Balcony over Defensa!,185437,Grisel,Monserrat,-34.61578,-58.37175,Entire home/apt,16152,4,151
45498,,"Quiet & Chic, fully equipped, 2Bd, pool & terrace",75891,Sergio,Palermo,-34.58182,-58.44144,Entire home/apt,22675,2,152
48089,,Recoleta Classic French-Style 2BDR,192475,Chris,Recoleta,-34.58705,-58.38791,Entire home/apt,10354,7,104
48535,,Elegant apartment in downtown Bs.As,221044,Florencia,Retiro,-34.5962,-58.37529,Entire home/apt,10354,90,0
50778,,Gorgeous 2bdrm in Awesome Recoleta,233651,Cameron,Recoleta,-34.58978,-58.40011,Entire home/apt,12482,5,97
52511,,San Telmo Apartment (Buenos Aires),242939,Gri,San Nicolas,-34.60767,-58.37257,Entire home/apt,14495,4,0
53097,,Duplex-Loft in  Historic Quartier of Buenos Aires,64880,Elbio Mariano,Monserrat,-34.61494,-58.37517,Entire home/apt,10354,2,37
53905,,Trendy studio in Villa Crespo!,252182,Victoria,Villa Crespo,-34.59969,-58.4399,Entire home/apt,6212,3,90
61282,,Loft with Balcony in Belgrano,296398,Alejandro,Nuñez,-34.55396,-58.46753,Entire home/apt,7248,3,143
65446,,Luxury Premier Loft with Breathtaking Views  ★★★★★,319901,Ralf Dietmar,Palermo,-34.58102,-58.42349,Entire home/apt,24963,3,175
65513,,Comfortable apartment for 5 in BsAs,320183,Hortensia,Retiro,-34.59849,-58.3774,Entire home/apt,13460,30,7
65519,,Great Apartment in Las Cañitas (Palermo) for 6,320183,Hortensia,Palermo,-34.56958,-58.42978,Entire home/apt,18430,12,20
66939,,"★ Instaworthy Views, 20th Floor ★ Gym",319901,Ralf Dietmar,Palermo,-34.58267,-58.42497,Entire home/apt,15454,3,292
66940,,Pool View studio  ❤,319901,Ralf Dietmar,Palermo,-34.58272,-58.42382,Entire home/apt,12482,3,249
68489,,Best Block in Palermo Hollywood,4405670,Andy,Palermo,-34.58045,-58.43208,Entire home/apt,12839,3,152
68800,,Recoleta great penthouse  w/private terrace &grill,221405,Ximena,Recoleta,-34.59278,-58.3876,Entire home/apt,67003,2,83
68868,,"Luxury Soho Sky Loft , Dream View Apartment ★★★★★",319901,Ralf Dietmar,Palermo,-34.58165,-58.42527,Entire home/apt,21397,3,299
69063,,"Beautiful, great location, quiet, Nespresso.",344599,Danilo,Recoleta,-34.5956,-58.39573,Entire home/apt,8254,1,299
69086,,Little Duplex Loft (1) San Telmo,64880,Elbio Mariano,Monserrat,-34.61495,-58.37517,Entire home/apt,8283,2,39
69880,,"Gorgeous 2bd/2.5 bth, Rooftop Pool, Pal. Hollywood",315089,Max,Palermo,-34.57797,-58.43821,Entire home/apt,24963,5,30
70082,,High category appartment Belgrano,353823,Maria De Los Angeles,Palermo,-34.56926,-58.4437,Entire home/apt,6626,20,42
71801,,Studio in Recoleta most secure area,368954,Carlos,Recoleta,-34.59514,-58.39914,Entire home/apt,10401,3,104
72204,,Beautiful house in Palermo SOHO,373629,Daniel,Palermo,-34.5902,-58.42993,Entire home/apt,72062,3,30
73180,,Palermo Apt - Las Cañitas area,161327,Mariano,Palermo,-34.57213,-58.43294,Entire home/apt,8321,14,47
73680,,Nice Studio in Palermo Soho,385499,Lujan,Palermo,-34.59518,-58.41949,Entire home/apt,8283,3,27
74383,,Penthouse 2BR with River&Sunrise views,319901,Ralf Dietmar,Palermo,-34.58706,-58.43417,Entire home/apt,41415,3,138
75094,,Amazing apartment in Recoleta,161327,Mariano,Recoleta,-34.58918,-58.39518,Entire home/apt,8321,14,140
75492,,Studio Loft in Palermo Soho #1,400828,Jony,Palermo,-34.589,-58.42024,Entire home/apt,6983,1,349
75526,,GUAPO / Amazing Large Studio* with great views.🎈,319901,Ralf Dietmar,Palermo,-34.58261,-58.42345,Entire home/apt,14562,4,131
76005,,"Heart of Recoleta, no better place!",315089,Max,Recoleta,-34.59014,-58.39386,Entire home/apt,8283,5,8
77404,,Beautiful Duplex - Trendy Palermo,161327,Mariano,Palermo,-34.56692,-58.43324,Entire home/apt,15531,14,32
77704,,PALERMO SOHO Cheap Little Apt,417020,Jorge Fernando,Palermo,-34.58236,-58.42726,Entire home/apt,4142,7,119
77994,,Studio 1A - Corazon de San Telmo,64880,Elbio Mariano,San Telmo,-34.62014,-58.37371,Entire home/apt,8283,3,6
78005,,"SOFA STUDIO, SAN TELMO, 1B",64880,Elbio Mariano,San Telmo,-34.61998,-58.37151,Entire home/apt,8579,2,16
78009,,STUDIO DEFENSA 2A en San Telmo,64880,Elbio Mariano,San Telmo,-34.61998,-58.37151,Entire home/apt,14495,2,43
78014,,STUDIO SOFA CAMA & PATIO,64880,Elbio Mariano,San Telmo,-34.61998,-58.37151,Entire home/apt,6212,3,24
78068,,Lovely Place at a GREAT Location!,419383,Mariana Y Sebas,Palermo,-34.58246,-58.4034,Entire home/apt,12425,4,23
78351,,"Apt in Palermo, Las Cañitas",420786,Carola,Palermo,-34.5752,-58.43102,Entire home/apt,12065,10,12
78685,,Luminous Palermo 1BDR Apartment,419383,Mariana Y Sebas,Recoleta,-34.58353,-58.40621,Entire home/apt,9318,3,48
78703,,"Amazing Studio w/Terrace & BBQ ""Heart of Recoleta""",422878,Oscar Ricardo,Recoleta,-34.59446,-58.39588,Entire home/apt,9051,2,192
79226,,Petite Home,426420,Carolina,Nuñez,-34.55235,-58.4581,Entire home/apt,4556,20,52
79247,,"Beautiful Apt in great location, 100% Good Reviews",426566,Egle,Boedo,-34.6212,-58.41753,Entire home/apt,5830,6,59
79766,,!Amazing 1Bdr - Great Terrace - BBQ - Sun - View!!,422878,Oscar Ricardo,Recoleta,-34.59118,-58.39664,Entire home/apt,12721,2,198
81120,,"Avenida 9 de Julio, departamento con vista a la av",439345,Marcelo,Monserrat,-34.61155319,-58.3818512,Entire home/apt,6833,1,21
82623,,Garden studio flat with swimming pool,449610,Antonio,Colegiales,-34.5742,-58.45024,Entire home/apt,5358,5,42
83035,,"Central loc. Entire apt, all incl.",426566,Egle,Almagro,-34.62053,-58.41653,Entire home/apt,5157,5,48
83152,,★Amigo studio with great views - 18 floor  ★,319901,Ralf Dietmar,Palermo,-34.58268,-58.42314,Entire home/apt,14501,3,109
83440,,GREAT! Apartment Alto Palermo,384997,Santiago,Recoleta,-34.59369,-58.41226,Entire home/apt,10768,30,5
84033,,Great apart with private terrace & chill out area.,458852,Maria,Palermo,-34.58477,-58.42731,Entire home/apt,13460,2,175
84730,,"Spotless apt. in a great location, Wi-Fi, balcony!",426566,Egle,Almagro,-34.62053,-58.41653,Entire home/apt,5381,7,83
85949,,Modern & Luminous Apt in GreatLocation!,426566,Egle,Almagro,-34.62053,-58.41653,Entire home/apt,5830,6,54
87828,,"habitación individual, única huésped de la casa.",480785,Isabel,Retiro,-34.59126,-58.38108,Private room,2700,3,3
92228,,Experiencia Recoleta-Buenos Aires,494027,Mirta Susana,Recoleta,-34.58509,-58.40465,Entire home/apt,16642,20,2
93174,,BnB en Bs As! luminosa habitación para 1 persona,485728546,Romina Paola,Balvanera,-34.60299,-58.40194,Private room,4349,2,16
94830,,Sophisticated Flat in Palermo,505796,Sunshine,Palermo,-34.57534,-58.41903,Entire home/apt,9318,7,7
96257,,Lovely apartment in Buenos Aires,320183,Hortensia,Retiro,-34.59805,-58.37717,Entire home/apt,11389,15,0
96490,,AMPLIA habitación individual en Buenos Aires,512049,Cristina,Palermo,-34.58503,-58.41206,Private room,3120,7,1
97043,,Downtown 4 blocks away from Obelisk,514200,Ceferina De Jesus,San Nicolas,-34.60751,-58.38793,Entire home/apt,4881,7,16
99362,,Pet Friendly. 3 BR @Recoleta. 300Mbps Wi-Fi!,417090,Mateo,Recoleta,-34.59183,-58.39529,Entire home/apt,10325,3,19
100080,,Great downtown apartment!,526435,Laura,San Nicolas,-34.604145,-58.388741,Entire home/apt,20000,3,23
104343,,Faena Hotel - Luxury Penthouse Suite & River View,542973,Stay,Puerto Madero,-34.6022,-58.35541,Hotel room,39048,1,185
106475,,Artdecohouse Palermo,547581,Carol,Recoleta,-34.58842,-58.40928,Entire home/apt,33132,3,137
107259,,Great place to 12 Tango lovers,555693,Vittoria,Balvanera,-34.60514,-58.3957,Entire home/apt,93184,1,36
108089,,AMAZING PALERMO BEST VALUE w POOL,559463,Martin,Palermo,-34.58648,-58.4243,Entire home/apt,10401,3,87
108284,,Historic & Luminous Duplex Downtown!,560338,Carlos,San Nicolas,-34.60107,-58.3764,Entire home/apt,8326,2,283
111501,,Beautiful Apartment Palermo Vip Great location,570921,Emilce,Palermo,-34.57901,-58.41283,Entire home/apt,9496,4,141
111934,,Bright Studio at Palermo Soho,570921,Emilce,Palermo,-34.58199,-58.42776,Entire home/apt,7426,5,109
118069,,Luxury 1 Bedroom - 1.5 Bath,530261,Luciano,Palermo,-34.57978,-58.43223,Entire home/apt,11892,14,21
118070,,Amazing view - GREAT Studio - Balcony,530261,Luciano,Palermo,-34.58311,-58.42767,Entire home/apt,12482,14,51
118877,,Entire Studio/apt in Buenos Aires,600320,Roxana,Palermo,-34.57734,-58.4379,Entire home/apt,8618,2,32
120874,,Great apt 1 Bedroom - 1.5 Bath /Recoleta,530261,Luciano,Recoleta,-34.58991,-58.39931,Entire home/apt,12482,7,11
122907,,Spotless entire apt. Ideal location,426566,Egle,Almagro,-34.61982,-58.4166,Entire home/apt,5509,5,34
129932,,Palermo View Studio at Palermo Uno Tower,319901,Ralf Dietmar,Palermo,-34.5813,-58.42488,Entire home/apt,11649,4,127
130248,,Small charmy and fully at Palermo,641573,Paula,Palermo,-34.57717,-58.41138,Entire home/apt,4763,2,111
130275,,Van Gogh s apart at Palermo,641573,Paula,Palermo,-34.5771,-58.41134,Entire home/apt,4763,2,16
130424,,Palermo Hollywood Studio Apt - 4th floor - 33 m2,642182,Aike,Palermo,-34.57896,-58.43448,Entire home/apt,10401,7,9
131145,,DONDE VIVI (1) Rooms for Rent .,645495,Viviana,Almagro,-34.60728,-58.41949,Private room,2692,3,41
132298,,Urban Escape ★ Studio with great views,319901,Ralf Dietmar,Recoleta,-34.59495,-58.4044,Entire home/apt,13522,5,124
133043,,Great Studio - Roof top Pool,530261,Luciano,Recoleta,-34.59234,-58.39956,Entire home/apt,9465,14,21
133654,,Modern and Comfortable. Central location.Fast WiFi,426566,Egle,Almagro,-34.62053,-58.41653,Entire home/apt,5606,7,67
136986,,Buena Vista - Panorama Riverviews ★★★★★,319901,Ralf Dietmar,Palermo,-34.58114,-58.42513,Entire home/apt,20803,3,164
137017,,Soho Sunset studio  with amazing views.,319901,Ralf Dietmar,Palermo,-34.58277,-58.42539,Entire home/apt,16642,4,230
138690,,STUDIO RECOLETA /PZA FRANCIA/UBA/MUSEOS/METRO,676972,Fabiana,Recoleta,-34.59101,-58.39455,Entire home/apt,5825,3,260
143173,,HabitacionPrivate Rooms in Congreso,499278,Nicolas,Balvanera,-34.60929,-58.4031,Private room,6212,5,0
143663,,Apartement Buenos Aires,696693,Marcela,Monserrat,-34.61428,-58.3865,Entire home/apt,9318,5,0
144827,,LEMON TREE ★ 1 bedroom with great views,319901,Ralf Dietmar,Recoleta,-34.59491,-58.40497,Entire home/apt,15602,4,51
148284,,Sunny Terrace Apart. in Downtown BA,407702,Ruy,Monserrat,-34.61331,-58.38491,Entire home/apt,6833,2,273
150594,,Departamento Parque chacabuco,716702,Eugenia,Parque Chacabuco,-34.63439,-58.44441,Private room,30620,7,0
154427,,Spotless apt. in a Great location. 100% Equipped.,426566,Egle,Almagro,-34.62053,-58.41653,Entire home/apt,5830,5,75
154430,,"Loft Style, modern,bright &spacious",742738,Martin,Palermo,-34.59387,-58.41445,Entire home/apt,3727,30,2
154548,,Central to Everything,576398,Florencia,Recoleta,-34.59575,-58.40686,Entire home/apt,9361,2,430
154767,,Central location/2min from Metro -  Fast WiFi,426566,Egle,Almagro,-34.6202,-58.41543,Entire home/apt,5381,5,43
158056,,PalermoSoho Excellent Location! steps from LaRural,758728,Mauricio,Palermo,-34.58207,-58.42094,Entire home/apt,12217,7,63
159585,,Apartment in Recoleta Juncal 2200,772165,Jorge,Recoleta,-34.59316,-58.40053,Entire home/apt,6241,3,12
160611,,Habitación en Las Cañitas,769336,Natalia,Palermo,-34.56526,-58.4334,Private room,28529,1,10
161463,,The Boss- 2 bedroom with balcony,319901,Ralf Dietmar,Palermo,-34.58101,-58.42503,Entire home/apt,35364,3,180
166846,,PENTHOUSE Duplex in Palermo with RooftopTerrace!!,794906,Jesse,Villa Crespo,-34.59161,-58.44006,Entire home/apt,22275,5,78
168298,,Boutique Central Apt in BuenosAires,802023,Ana,Balvanera,-34.60554,-58.3938,Entire home/apt,16566,5,18
169300,,Great & Cozy Apartment in Palermo Hollywood,806757,Tomas,Palermo,-34.57831573,-58.43024826,Entire home/apt,8165,3,13
172118,,Owner Featured on HGTV- Spacious Palermo Soho Loft,791090,Jamais,Palermo,-34.58735,-58.42186,Entire home/apt,19022,4,82
172135,,Recoleta full equipped Apartment,523775,Silvia  Diana,Recoleta,-34.58983,-58.39786,Entire home/apt,8113,4,82
175005,,1 BR flat in Palermo Soho,836368,Daniele,Palermo,-34.5862,-58.42465,Entire home/apt,5230,3,197
175081,,1 BR flat in Palermo,836368,Daniele,San Nicolas,-34.6036844,-58.3815591,Entire home/apt,4703,3,150
176318,,San Telmo Vintage - Art Experience Fully Renovated,843196,Ivan,Monserrat,-34.6156,-58.36843,Entire home/apt,11596,4,195
178330,,"3 Bedrooms / 2 Bathroom, Off & Ldy Apt in Palermo",853184,Juan,Palermo,-34.58712,-58.42184,Entire home/apt,12482,20,9
180692,,Tango and Enjoyment of Buenos Aires,865765,Hector,Villa Urquiza,-34.57624,-58.48314,Private room,14495,5,0
181627,,RENT APP ARTS,870611,Pablo,Palermo,-34.5845,-58.41291,Private room,27043,30,0
182031,,¡habitación con aire acondicionada con sala baile!,872401,Hanna,Almagro,-34.60047,-58.41764,Private room,3800,14,1
186005,,Modern apartment in Downtown Buenos Aires,893209,Victoria,Retiro,-34.59804,-58.37688,Entire home/apt,14495,4,71
188154,,At the heart of San Telmo  Double,906277,Magdalena,San Telmo,-34.62063,-58.36967,Private room,6212,2,74
190988,,Beautiful apartment in Las Cañitas,320183,Hortensia,Palermo,-34.57133,-58.42975,Entire home/apt,17682,10,33
191056,,"Big sunny, central Studio",923804,Annatina Luck,Monserrat,-34.61308,-58.38862,Entire home/apt,5591,10,11
192259,,DONDE VIVI (2) Room for Rent/ Habitacion.,645495,Viviana,Almagro,-34.60589,-58.42091,Private room,2692,3,40
197288,,Beautiful studio in heart Recoleta,961397,Marisa,Recoleta,-34.5913,-58.39037,Entire home/apt,9714,7,1
202861,,Gourgeous furnished apartment,114309,Gabriela,Recoleta,-34.59444,-58.41385,Entire home/apt,10354,5,2
203340,,Amazing view - GREAT Studio - Balcony,530261,Luciano,Palermo,-34.58104,-58.42495,Entire home/apt,12482,5,14
204628,,"Palermo Soho Apartment, Balcony Views",917480,Piper,Palermo,-34.58351,-58.42811,Entire home/apt,12425,5,77
205781,,ART HOUSE PALERMO HOLLYWOOD 2 rooms,1011896,Natalia,Palermo,-34.57945,-58.43024,Entire home/apt,35499,1,20
206738,,ART HOUSE PALERMO HOLLYWOOD 3 rooms 8 to 12 people,1011896,Natalia,Palermo,-34.57819,-58.42964,Entire home/apt,56464,1,42
210040,,Bonito Studio in Palermo w/balcony,319901,Ralf Dietmar,Palermo,-34.58144,-58.42311,Entire home/apt,12482,3,84
218781,,Amazing Palermo Hollywood Loft A,161327,Mariano,Palermo,-34.57874,-58.4397,Entire home/apt,10401,14,65
225905,,in Style Recoleta Buenos Aires 1,36441,Robert,Recoleta,-34.59643,-58.39188,Entire home/apt,12217,3,26
229571,,Encantador Apartamento a pasos del Jardin Botanico,514200,Ceferina De Jesus,Palermo,-34.58373,-58.4185,Entire home/apt,10354,30,21
235667,,San Telmo Barracas Design District!,1105513,Luciano Or Julio,Barracas,-34.64419,-58.37696,Entire home/apt,14288,1,34
238513,,EXCLUSIVE LOFT IN PALERMO HOLLYWOOD,87710233,María,Palermo,-34.58106,-58.43366,Entire home/apt,6180,5,51
238619,,Best Recoleta´s Loft. Arch Designer,1192725,Claudio,Recoleta,-34.59449,-58.4013,Entire home/apt,7248,3,48
239718,,Amazing Studio - Pool,530261,Luciano,Palermo,-34.58705,-58.42106,Entire home/apt,12010,14,32
239853,,Beautiful Duplex Palermo Hollywood,1257968,Emmanuel,Palermo,-34.57666,-58.43161,Entire home/apt,13522,4,183
243320,,STUDIO PARA 4 PERS. EN PALERMO,1274087,Claudia Cecilia,Villa Crespo,-34.59819,-58.44001,Entire home/apt,7248,7,3
243373,,Gorgeous Apartment-Best Location,1091499,Brooke,Monserrat,-34.61123,-58.37315,Entire home/apt,16642,4,138
245895,,Amazing view - GREAT Studio - Balcony,530261,Luciano,Palermo,-34.58293,-58.42498,Entire home/apt,12273,5,39
250327,,"Modern Appt. Buenos Aires, Recoleta",1311901,Lucas,Recoleta,-34.59067,-58.39909,Entire home/apt,7281,10,103
253370,,Studio a una cuadra de Univ. de Palermo,1330334,Fernando,Almagro,-34.59871,-58.41421,Entire home/apt,5858,25,101
259745,,Room @ soapmaker / best location in BA,78281,Nadia,Almagro,-34.60355,-58.41701,Private room,4142,3,41
264704,,"PRIVATE BEDROOM KING BED,FOR ONE OR TWO, BATHROOM",1388769,Juan Y Josefina,Balvanera,-34.61722,-58.40186,Private room,3313,5,47
264769,,Sunrise River View 1-bedroom in Palermo,319901,Ralf Dietmar,Palermo,-34.5808,-58.42314,Entire home/apt,17682,3,60
266984,,PALERMO.Las Canitas Spacious Studio-100MB WIFI,1400016,Laura,Palermo,-34.57224,-58.43095,Entire home/apt,5617,7,42
267883,,charming and fresh old style studio,1404477,Juan Martin,Balvanera,-34.60222,-58.3942,Entire home/apt,16152,7,0
268446,,PRIVATE BEDROOM  QUEEN BED plus one SINGLE BED,1388769,Juan Y Josefina,Balvanera,-34.6177,-58.40072,Private room,2485,5,75
269115,,"In the heart of Palermo, Soho Point",1409800,Mariano,Palermo,-34.59006,-58.42609,Entire home/apt,18637,1,51
275933,,Two bedrooms in Palermo Chico,419383,Mariana Y Sebas,Palermo,-34.58044,-58.40753,Entire home/apt,11389,3,92
278433,,Art House Palermo 2 rooms,1011896,Natalia,Palermo,-34.57945,-58.42914,Entire home/apt,40120,1,10
278637,,PALERMO HOLLYWOOD LOFT,1011896,Natalia,Palermo,-34.57768,-58.43042,Entire home/apt,28398,1,6
280564,,Sunny/Cozy Loft Palermo! With Rooftop,1462651,Manuel,Palermo,-34.57936,-58.42894,Entire home/apt,7217,60,10
281131,,In Style Recoleta Buenos Aires,36441,Robert,Recoleta,-34.59643,-58.39188,Entire home/apt,12217,3,51
281839,,"In the heart of Palermo, Soho Point",1409800,Mariano,Palermo,-34.59044,-58.42866,Entire home/apt,15087,1,36
284823,,2 ambiente Palermo Soho Sol y paz cerca transporte,1482817,Lorena,Palermo,-34.58573,-58.42833,Entire home/apt,7281,3,34
285160,,Espectacular Depto in Belgrano,1484394,Julia,Coghlan,-34.56544,-58.47437,Private room,12425,7,0
287215,,APARTMENT IN  PARIS DE BUENOS AIRES,1494225,Feli,Recoleta,-34.59323,-58.39262,Entire home/apt,11233,7,317
287756,,Soho Point in the heart of Palermo!,1409800,Mariano,Palermo,-34.59134,-58.42893,Entire home/apt,25855,1,61
288861,,"Arty, chic and antique in Recoleta",1011896,Natalia,Retiro,-34.59553,-58.38506,Entire home/apt,38456,90,2
290421,,Tu propia casa en Palermo Soho,1538637,Ilana,Palermo,-34.58605957,-58.42409515,Entire home/apt,17855,2,12
292877,,"Lovely Private Room,  Palermo Soho",1516002,Maria Agustina,Palermo,-34.58956,-58.42481,Private room,2692,10,11
294439,,FRENCH STYLE APARTAMENT RECOLETA,1381697,Silvina,Recoleta,-34.58902,-58.39114,Entire home/apt,8283,180,40
298002,,Impecable studio in Palermo Soho A,1538637,Ilana,Palermo,-34.58605957,-58.42409515,Entire home/apt,19602,2,46
298494,,Impecable studio in Palermo Soho B,1538637,Ilana,Palermo,-34.58605957,-58.42409515,Entire home/apt,16255,2,40
301727,,Equipped & Serviced Suite for Family / Group,1554264,Recepcionistas,Monserrat,-34.61061,-58.38073,Entire home/apt,5384,1,99
302722,,Chic Studio Apartment in Palermo!,1558866,Vero,Palermo,-34.58055,-58.40682,Entire home/apt,13460,3,17
305216,,"Art House, terrace up to 14 to 20 people",1011896,Natalia,Palermo,-34.5783,-58.4295,Entire home/apt,102825,1,63
306194,,Nice 2bdr apartment in Buenos Aires,737924,Gabriel,Palermo,-34.58784,-58.41107,Entire home/apt,13253,7,17
307695,,BnB bien porteño amplio y luminoso! 3/4 personas.,500210,Luciano,Balvanera,-34.60141,-58.40059,Private room,5381,2,4
307696,,BnB 2 personas: cama matrimonial o 2 separadas.,485728546,Romina Paola,Balvanera,-34.60341,-58.40237,Private room,4349,2,6
308319,,PRIVATE BEDROOM SINGLE BED,1388769,Juan Y Josefina,Balvanera,-34.6177,-58.40072,Private room,2485,5,39
308320,,"SUITE, QUEEN BED, CLOSET AND PRIVATE BATHROOM",1388769,Juan Y Josefina,San Cristobal,-34.61887,-58.39995,Private room,3106,5,21
309428,,San Telmo - depto estilo remodelado,1454415,Ura,Constitucion,-34.61834,-58.37902,Entire home/apt,7248,6,115
315790,,Double Room or Twin Room In Palermo Soho,1621752,Luba,Palermo,-34.59087,-58.4227,Private room,5384,2,89
316228,,A Balcony in the Sky Bs As Live Hotel Palermo,3771282,Max,Palermo,-34.57744,-58.43702,Entire home/apt,21942,3,20
316251,,"Brand New sunny & great Palermo, Best Value",559463,Martin,Villa Crespo,-34.59403,-58.43114,Entire home/apt,8076,10,31
317484,,Single Room in Palermo Soho,1621752,Luba,Palermo,-34.58992,-58.42236,Private room,3952,2,166
317486,,Single Suite in Palermo Soho,1621752,Luba,Palermo,-34.59077,-58.42133,Private room,3934,2,205
317509,,Comfortable house in Buenos Aires,1624246,Sandra,Villa Urquiza,-34.57943,-58.48487,Private room,9318,1,3
317759,,"Studio privado, en el centro.",1569462,Eleonora,Balvanera,-34.60989,-58.40239,Entire home/apt,5157,5,74
322509,,Sunny Studio in Palermo Hollywood,1333525,Mar,Palermo,-34.57807,-58.43564,Entire home/apt,10147,3,134
323488,,Cozy new studio in the heart of Palermo,1655817,Silvia,Palermo,-34.5872,-58.42973,Entire home/apt,12425,2,52
323708,,Twin Room In Palermo Soho,1621752,Luba,Palermo,-34.59082,-58.42145,Private room,7248,2,16
325631,,Central to Everything between palermo and Recoleta,576398,Florencia,Recoleta,-34.59255,-58.4106,Entire home/apt,10561,2,351
327888,,::Private Terrace-Big bright studio-Top Location::,1675731,Alejandra,San Telmo,-34.61963,-58.37212,Entire home/apt,17072,2,306
330083,,Habitación en Palermo Soho Tango.,1685810,Maria,Palermo,-34.5907,-58.42349,Private room,3727,3,158
331371,,"Bright loft, Palermo/Villa Crespo",1689718,Francesca,Villa Crespo,-34.59321,-58.44315,Entire home/apt,5591,6,39
333282,,Lovely Double Bedroom. Private WC,1698050,Laura,San Nicolas,-34.59927,-58.37867,Private room,7281,2,34
333497,,Room close to everything,1699029,Juan Manuel,Balvanera,-34.60847,-58.396,Private room,12425,2,0
337301,,Central Apartment. 6 people. 2 Bedr,805950,Isabel,Balvanera,-34.60334,-58.39398,Entire home/apt,16373,3,57
337896,,Spacious House in Palermo Viejo,1716990,Ramsey,Villa Crespo,-34.59277,-58.43361,Private room,3520,6,12
338066,,2 BEDROOMS Comfort Quality Price,1717334,Paola,Coghlan,-34.56329,-58.47625,Entire home/apt,9525,2,97
338631,,AltoPalermo renovated 1bdr apartmen,1714257,Martin,Recoleta,-34.59054,-58.40984,Entire home/apt,7248,7,175
338678,,Nice renovated Studio with balcony in Recoleta,50665721,Shan,Recoleta,-34.58844,-58.4026,Entire home/apt,6241,7,150
338752,,Apartamento de 1 cuarto cerca de Plaza San Martín,50665721,Shan,Retiro,-34.59737,-58.37387,Entire home/apt,4142,7,121
340938,,Hermoso departamento en Caminito,1729925,Luciana,Boca,-34.63958,-58.36423,Private room,20708,1,0
342401,,Nice apartment in Buenos Aires.,1737635,Rogelio,Balvanera,-34.5985,-58.40579,Private room,2692,1,44
349688,,Modern Studio Palermo Soho,853184,Juan,Palermo,-34.58735,-58.42186,Entire home/apt,9361,20,197
358631,,"Studios 5 Stars in Palermo ,newA ,D",444416,Claudia,Palermo,-34.59465,-58.42039,Entire home/apt,4142,3,43
358640,,"5 stars studios in Palermo,new!",444416,Claudia,Palermo,-34.59538,-58.42039,Entire home/apt,4556,3,18
362403,,PROMO ! Feel like home in Palermo Soho!,1590487,Eduardo,Palermo,-34.58689,-58.42543,Entire home/apt,10401,2,223
362556,,Sunny Terrace Apart in Center BA,407702,Ruy,Monserrat,-34.61554,-58.38486,Entire home/apt,10354,2,145
365674,,Excellent apartment furnished.,1846400,Pablo,Colegiales,-34.57455,-58.45076,Entire home/apt,6419,30,0
369935,,BEAUTIFUL ROOMS IN ALMAGRO,1864747,Irina,Almagro,-34.61095,-58.42192,Private room,2071,2,26
